MovieID,Title,Genres,rating_cnt,trending_score,classic_score
46,How to Make an American Quilt (1995),"['Drama', 'Romance']",166.0,-0.032201497911456434,-0.8115324857619006
47,Seven (Se7en) (1995),"['Crime', 'Thriller']",1137.0,-0.023992483470612728,9.031280131383213
48,Pocahontas (1995),"['Animation', ""Children's"", 'Musical', 'Romance']",382.0,-0.03204200228491458,0.8757573167186872
49,When Night Is Falling (1995),"['Drama', 'Romance']",27.0,-0.0331122985703688,-2.5297796263541494
50,"Usual Suspects, The (1995)","['Crime', 'Thriller']",1783.0,-0.019824024884559498,19.69951075375417
51,Guardian Angel (1994),"['Action', 'Drama', 'Thriller']",0.0,0.0,0.0
52,Mighty Aphrodite (1995),['Comedy'],431.0,-0.021834999831099124,1.6780295106962053
53,Lamerica (1994),['Drama'],8.0,-0.033151548338252304,-3.409589550281662
54,"Big Green, The (1995)","[""Children's"", 'Comedy']",41.0,-0.03286263975470544,-1.1919822291192717
55,Georgia (1995),['Drama'],45.0,-0.03305167507745221,-1.7567272362255633
56,Kids of the Round Table (1995),"['Adventure', ""Children's"", 'Fantasy']",9.0,-0.033117672542081145,-0.6793140677685537
57,Home for the Holidays (1995),['Drama'],99.0,-0.03202152862948005,-1.3349047856054164
58,"Postino, Il (The Postman) (1994)","['Drama', 'Romance']",501.0,-0.029995042791708722,2.407105351274237
59,"Confessional, The (Le Confessionnal) (1995)","['Drama', 'Mystery']",8.0,-0.033151548338252304,-2.045753730168997
60,"Indian in the Cupboard, The (1995)","['Adventure', ""Children's"", 'Fantasy']",357.0,-0.024128427484511383,0.6804691451352859
61,Eye for an Eye (1996),"['Drama', 'Thriller']",67.0,-0.032898761818458654,-1.58487364523217
62,Mr. Holland's Opus (1995),['Drama'],541.0,-0.023315130755266394,2.8237201173188264
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),['Comedy'],111.0,-0.03209693468481984,-1.2411664632453836
64,Two if by Sea (1996),"['Comedy', 'Romance']",79.0,-0.033054404535676415,-0.9940902152480916
65,Bio-Dome (1996),['Comedy'],143.0,-0.03231014407427482,-0.6607984024124199
66,Lawnmower Man 2: Beyond Cyberspace (1996),"['Sci-Fi', 'Thriller']",97.0,-0.03305227425787808,-0.4501759464440295
67,Two Bits (1995),['Drama'],4.0,-0.03269778512090841,-2.423166477226065
68,French Twist (Gazon maudit) (1995),"['Comedy', 'Romance']",60.0,-0.033044568672927384,-2.186072444367363
69,Friday (1995),['Comedy'],319.0,-0.028439160417181787,0.5115081657713544
70,From Dusk Till Dawn (1996),"['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']",914.0,-0.03191625245037924,5.031489608013469
71,Fair Game (1995),['Action'],96.0,-0.031249530516693345,-0.9055595774636163
72,Kicking and Screaming (1995),"['Comedy', 'Drama']",93.0,-0.032319174200420984,-1.8423652623805769
73,"Misérables, Les (1995)","['Drama', 'Musical']",224.0,-0.031991012960040546,-0.4779519035845459
74,Bed of Roses (1996),"['Drama', 'Romance']",120.0,-0.0329577491609931,-1.170862721475359
75,Big Bully (1996),"['Comedy', 'Drama']",12.0,-0.033112991291536865,-1.0072538113578264
76,Screamers (1995),"['Sci-Fi', 'Thriller']",178.0,-0.032480535732103695,-0.7177941634018679
77,Nico Icon (1995),['Documentary'],34.0,-0.033104573363583654,-2.4568720422963466
78,"Crossing Guard, The (1995)",['Drama'],50.0,-0.03307029331057167,-1.717669601908883
79,"Juror, The (1996)","['Drama', 'Thriller']",114.0,-0.03248046548023381,-1.2177318826553754
80,"White Balloon, The (Badkonake Sefid ) (1995)",['Drama'],52.0,-0.03297248731912793,-2.269395397576281
81,Things to Do in Denver when You're Dead (1995),"['Crime', 'Drama', 'Romance']",166.0,-0.03253833212240798,-0.8115324857619006
82,Antonia's Line (Antonia) (1995),['Drama'],89.0,-0.03184057858178831,-1.8840267389850358
83,Once Upon a Time... When We Were Colored (1995),['Drama'],33.0,-0.03234209399359514,-2.467287411447461
84,Last Summer in the Hamptons (1995),"['Comedy', 'Drama']",21.0,-0.03311147148983136,-1.9442038809456286
85,Angels and Insects (1995),"['Drama', 'Romance']",194.0,-0.03203921326299921,-0.790412978117988
86,White Squall (1996),"['Adventure', 'Drama']",236.0,-0.03220380115898662,-0.2647256053283768
87,Dunston Checks In (1996),"[""Children's"", 'Comedy']",76.0,-0.03298260841294118,-1.0097132689747637
88,Black Sheep (1996),['Comedy'],192.0,-0.03162219428998505,-0.6084327873151631
89,Nick of Time (1995),"['Action', 'Thriller']",229.0,-0.03255679798156879,-0.31940629337172916
90,"Journey of August King, The (1995)",['Drama'],6.0,-0.03311746801602508,-2.7485023785275593
92,Mary Reilly (1996),"['Drama', 'Thriller']",88.0,-0.032408872439456046,-1.184026317585094
93,Vampire in Brooklyn (1995),"['Comedy', 'Romance']",89.0,-0.03276925626435296,-0.9420133694925179
94,Beautiful Girls (1996),['Drama'],182.0,-0.031092266211499044,-0.9153974079313649
95,Broken Arrow (1996),"['Action', 'Thriller']",638.0,-0.02838193803708096,2.8755081937327174
96,In the Bleak Midwinter (1995),['Comedy'],13.0,-0.033083063949431675,-2.675594794469756
97,"Hate (Haine, La) (1995)",['Drama'],44.0,-0.032640522755884596,-2.352718350785199
98,Shopping (1994),"['Action', 'Thriller']",6.0,-0.033131542352475445,-1.3742511892637796
99,Heidi Fleiss: Hollywood Madam (1995),['Documentary'],50.0,-0.033068151463081986,-2.2902261358785108
100,City Hall (1996),"['Drama', 'Thriller']",128.0,-0.032810516778683844,-1.1083705065686706
101,Bottle Rocket (1996),['Comedy'],253.0,-0.027483313770649838,-0.17590619820221845
102,Mr. Wrong (1996),['Comedy'],60.0,-0.03299253503255058,-1.0930362221836816
103,Unforgettable (1996),['Thriller'],33.0,-0.03308081893077016,-1.8504655585855958
104,Happy Gilmore (1996),['Comedy'],682.0,-0.030906261457180742,4.292287167626005
105,"Bridges of Madison County, The (1995)","['Drama', 'Romance']",387.0,-0.032035711547540896,0.9148149510353674
106,Nobody Loves Me (Keiner liebt mich) (1994),"['Comedy', 'Drama']",12.0,-0.033151548338252304,-2.6860101636208706
107,Muppet Treasure Island (1996),"['Adventure', ""Children's"", 'Comedy', 'Musical']",256.0,-0.03218192427539018,-0.10849506806165568
108,Catwalk (1995),['Documentary'],7.0,-0.033151548338252304,-2.053565257032333
109,Headless Body in Topless Bar (1995),['Comedy'],0.0,0.0,0.0
110,Braveheart (1995),"['Action', 'Drama', 'War']",2443.0,-0.023761640523171083,22.63375224273906
111,Taxi Driver (1976),"['Drama', 'Thriller']",1240.0,0.000642921555263983,10.10406315394803
112,Rumble in the Bronx (1995),"['Action', 'Adventure', 'Crime']",570.0,-0.030630497536151602,3.125765822701154
113,Before and After (1996),"['Drama', 'Mystery']",53.0,-0.033054329539586,-1.6942350213188748
114,Margaret's Museum (1995),['Drama'],11.0,-0.033151548338252304,-2.0223191495789887
115,Happiness Is in the Field (1995),['Comedy'],0.0,0.0,0.0
116,Anne Frank Remembered (1995),['Documentary'],41.0,-0.033151548338252304,-2.3839644582385433
117,"Young Poisoner's Handbook, The (1995)",['Crime'],79.0,-0.03251978049689018,-1.9881804304961832
118,If Lucy Fell (1996),"['Comedy', 'Romance']",68.0,-0.03274475774857764,-1.577062118368834
119,"Steal Big, Steal Little (1995)",['Comedy'],13.0,-0.033151548338252304,-1.337797397234878
120,Race the Sun (1996),['Drama'],3.0,-0.033078991663945755,-2.0848113644856774
121,"Boys of St. Vincent, The (1993)",['Drama'],37.0,-0.03302046528347877,-2.4256259348430023
122,Boomerang (1992),"['Comedy', 'Romance']",194.0,-0.0308241997734214,-0.592809733588491
123,Chungking Express (1994),"['Drama', 'Mystery', 'Romance']",115.0,-0.03255587035488348,-1.6132271410560526
124,"Star Maker, The (Uomo delle stelle, L') (1995)",['Drama'],14.0,-0.03273549921977491,-1.9988845689889811
125,Flirting With Disaster (1996),['Comedy'],318.0,-0.030711072753178643,0.5010927966202396
126,"NeverEnding Story III, The (1994)","['Adventure', ""Children's"", 'Fantasy']",99.0,-0.0329035670424863,-0.8899365237369442
127,"Silence of the Palace, The (Saimt el Qusur) (1994)",['Drama'],1.0,-0.033151548338252304,-0.7001448060707832
128,Jupiter's Wife (1994),['Documentary'],12.0,-0.03311965707929627,-3.0217614340734795
129,Pie in the Sky (1995),"['Comedy', 'Romance']",13.0,-0.03305751647658562,-2.675594794469756
130,Angela (1995),['Drama'],2.0,-0.033151548338252304,-2.7901638551320183
131,Frankie Starlight (1995),"['Drama', 'Romance']",16.0,-0.0331221103062645,-1.9832615152623088
132,Jade (1995),['Thriller'],91.0,-0.027410394231018,-1.3973970005121048
133,Nueba Yol (1995),"['Comedy', 'Drama']",1.0,-0.033151548338252304,-0.7001448060707832
134,Sonic Outlaws (1995),['Documentary'],2.0,-0.033151548338252304,-2.7901638551320183
135,Down Periscope (1996),['Comedy'],133.0,-0.0317466333073202,-1.0693128722519905
136,From the Journals of Jean Seberg (1995),['Documentary'],8.0,-0.0331427035645716,-2.7276716402253296
137,Man of the Year (1995),['Documentary'],13.0,-0.033081782900632774,-2.006696095852317
138,"Neon Bible, The (1995)",['Drama'],2.0,-0.033151548338252304,-1.7438524094575114
139,Target (1995),"['Action', 'Drama']",1.0,-0.033151548338252304,-2.800579224283133
140,Up Close and Personal (1996),"['Drama', 'Romance']",139.0,-0.03243193036390066,-1.0224437110719742
141,"Birdcage, The (1996)",['Comedy'],682.0,-0.020527729295559707,4.292287167626005
142,Shadows (Cienie) (1988),['Drama'],1.0,-0.033151548338252304,-0.7001448060707832
143,Gospa (1995),['Drama'],0.0,0.0,0.0
144,"Brothers McMullen, The (1995)",['Comedy'],433.0,-0.026477139369341828,1.274145186748826
145,Bad Boys (1995),['Action'],362.0,-0.028204963159237702,0.7195267794519662
146,"Amazing Panda Adventure, The (1995)","['Adventure', ""Children's""]",18.0,-0.03312459987304612,-1.9676384615356368
147,"Basketball Diaries, The (1995)",['Drama'],181.0,-0.030272207002034646,-0.9258127770824797
148,"Awfully Big Adventure, An (1995)",['Drama'],23.0,-0.032913017914482,-1.9285808272189562
149,Amateur (1994),"['Crime', 'Drama', 'Thriller']",47.0,-0.03306964142677524,-2.3214722433318546
150,Apollo 13 (1995),['Drama'],1251.0,-0.02396829308278752,10.218632214610292
151,Rob Roy (1995),"['Drama', 'Romance', 'War']",554.0,-0.030404025792163735,2.9591199162833184
152,"Addiction, The (1995)",['Horror'],69.0,-0.03199603154087873,-1.569250591505498
153,Batman Forever (1995),"['Action', 'Adventure', 'Comedy', 'Crime']",777.0,-0.030803361575073934,3.961310427736429
154,Belle de jour (1967),['Drama'],168.0,-0.03126002566840332,-1.0612125760469713
155,Beyond Rangoon (1995),"['Drama', 'War']",87.0,-0.031810462378679495,-1.9048574772872653
156,Blue in the Face (1995),['Comedy'],66.0,-0.03293921815143447,-1.5926851720955062
157,Canadian Bacon (1994),"['Comedy', 'War']",187.0,-0.028273660330927645,-0.6474904216318434
158,Casper (1995),"['Adventure', ""Children's""]",259.0,-0.03224135565472395,-0.08506048747164752
159,Clockers (1995),['Drama'],116.0,-0.0324387045143025,-1.2021088289287034
160,Congo (1995),"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",565.0,-0.032339133704049935,1.53684448847279
161,Crimson Tide (1995),"['Drama', 'Thriller', 'War']",760.0,-0.029839956389164493,5.1046859614129545
162,Crumb (1994),['Documentary'],491.0,-0.0293422133943908,2.3029516597630897
163,Desperado (1995),"['Action', 'Romance', 'Thriller']",540.0,-0.02875046623551961,2.813304748167712
164,Devil in a Blue Dress (1995),"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",379.0,-0.03173129819747357,1.1364303148382386
165,Die Hard: With a Vengeance (1995),"['Action', 'Thriller']",825.0,-0.029895243241900012,5.781684956235413
166,"Doom Generation, The (1995)","['Comedy', 'Drama']",61.0,-0.02890194176156913,-1.0878285376081243
167,Feast of July (1995),['Drama'],5.0,-0.033151548338252304,-2.0691883107590057
168,First Knight (1995),"['Action', 'Adventure', 'Drama', 'Romance']",362.0,-0.031990409638122906,0.7195267794519662
169,Free Willy 2: The Adventure Home (1995),"['Adventure', ""Children's"", 'Drama']",113.0,-0.03309993569624902,-0.817028939679141
170,Hackers (1995),"['Action', 'Crime', 'Thriller']",321.0,-0.029944136023996603,0.3992541780551879
171,Jeffrey (1995),['Comedy'],93.0,-0.03249762940411008,-1.8423652623805769
172,Johnny Mnemonic (1995),"['Action', 'Sci-Fi', 'Thriller']",458.0,-0.03174169411847932,1.4694333583322274
173,Judge Dredd (1995),"['Action', 'Adventure', 'Sci-Fi']",564.0,-0.03244705330995273,1.5316368038972328
174,Jury Duty (1995),['Comedy'],81.0,-0.03299981066220927,-0.9836748460969769
175,Kids (1995),['Drama'],220.0,-0.03184299876613302,-0.5196133801890048
176,Living in Oblivion (1995),['Comedy'],205.0,-0.018368364657730576,-0.6758439174557259
177,Lord of Illusions (1995),['Horror'],139.0,-0.03282306871686787,-1.0224437110719742
178,Love & Human Remains (1993),['Comedy'],19.0,-0.03265139665034675,-2.6131025795630674
179,Mad Love (1995),"['Drama', 'Romance']",48.0,-0.03302535309496357,-1.15552843709037
180,Mallrats (1995),['Comedy'],451.0,-0.01607893101922927,1.8863368937185
181,Mighty Morphin Power Rangers: The Movie (1995),"['Action', ""Children's""]",93.0,-0.032937349784986726,-0.4605913155951442
182,Moonlight and Valentino (1995),"['Drama', 'Romance']",49.0,-0.03236774810569244,-1.725481128772219
183,Mute Witness (1994),['Thriller'],29.0,-0.033066242163261254,-2.50894888805192
184,Nadja (1994),['Drama'],26.0,-0.03065893684664615,-1.9051462466289484
185,"Net, The (1995)","['Sci-Fi', 'Thriller']",569.0,-0.02950363354953813,2.3365128401625292
186,Nine Months (1995),['Comedy'],211.0,-0.03194793738760165,-0.46001377691177814
187,Party Girl (1995),['Comedy'],105.0,-0.029054381077149798,-1.2880356244254
188,"Prophecy, The (1995)",['Horror'],190.0,-0.032764002153986255,-0.6240558410418353
189,Reckless (1995),['Comedy'],15.0,-0.033104318856909266,-1.9910730421256448
190,Safe (1995),['Thriller'],100.0,-0.03215976459310311,-1.7694576783227736
191,"Scarlet Letter, The (1995)",['Drama'],75.0,-0.03282920257697946,-1.014920953550321
192,"Show, The (1995)",['Documentary'],2.0,-0.033151548338252304,-2.0926228913490137
193,Showgirls (1995),['Drama'],217.0,-0.032311351239056374,-0.2754297438211745
194,Smoke (1995),['Drama'],213.0,-0.030989195170531864,-0.592520964246808
195,Something to Talk About (1995),"['Comedy', 'Drama', 'Romance']",164.0,-0.031717800637448314,-0.8271555394885727
196,Species (1995),"['Horror', 'Sci-Fi']",550.0,-0.0250642495636242,2.1880938297591443
197,"Stars Fell on Henrietta, The (1995)",['Drama'],17.0,-0.033151548338252304,-1.9754499883989727
198,Strange Days (1995),"['Action', 'Crime', 'Sci-Fi']",605.0,-0.030388405660682315,2.6177278072426273
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","['Drama', 'Musical']",117.0,-0.03164315629602165,-1.592396402753823
200,"Tie That Binds, The (1995)",['Thriller'],12.0,-0.033091859013660775,-1.6787563522630442
201,Three Wishes (1995),['Drama'],33.0,-0.03306815407889915,-1.8504655585855958
202,Total Eclipse (1995),"['Drama', 'Romance']",30.0,-0.03296817079768973,-1.2492667594504028
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",['Comedy'],203.0,-0.0054164743132276705,-0.5225059918184666
204,Under Siege 2: Dark Territory (1995),['Action'],203.0,-0.0322756940167062,-0.5225059918184666
205,Unstrung Heroes (1995),"['Comedy', 'Drama']",85.0,-0.03288200749120187,-1.9256882155894948
206,Unzipped (1995),['Documentary'],82.0,-0.03247830264446192,-1.9569343230428389
207,"Walk in the Clouds, A (1995)","['Drama', 'Romance']",219.0,-0.03231166601526713,-0.3975215620050897
208,Waterworld (1995),"['Action', 'Adventure']",651.0,-0.03178682586540111,2.9770580429560862
209,White Man's Burden (1995),['Drama'],52.0,-0.03288549390082446,-1.1346976987881405
210,Wild Bill (1995),['Western'],41.0,-0.033151548338252304,-1.7879733436789076
211,"Browning Version, The (1994)",['Drama'],34.0,-0.03311496058796677,-2.4568720422963466
212,Bushwhacked (1995),['Comedy'],14.0,-0.03303542064141589,-1.3325897126593207
213,Burnt By the Sun (Utomlyonnye solntsem) (1994),['Drama'],123.0,-0.032659756946864314,-1.5299041878471347
214,Before the Rain (Pred dozhdot) (1994),['Drama'],28.0,-0.03283391386190003,-2.519364257203035
215,Before Sunrise (1995),"['Drama', 'Romance']",160.0,-0.0317791071244572,-1.1445355292558892
216,Billy Madison (1995),['Comedy'],355.0,-0.0312829447811991,0.6648460914086137
217,"Babysitter, The (1995)","['Drama', 'Thriller']",64.0,-0.03302139242515443,-1.6083082258221781
218,Boys on the Side (1995),"['Comedy', 'Drama']",195.0,-0.03161448091355364,-0.584998206725155
219,"Cure, The (1995)",['Drama'],22.0,-0.03308794114763139,-1.9363923540822925
220,Castle Freak (1995),['Horror'],28.0,-0.03257778498679361,-1.2596821286015174
222,Circle of Friends (1995),"['Drama', 'Romance']",329.0,-0.028135437724609833,0.6156618572825018
223,Clerks (1994),['Comedy'],1412.0,-0.02007571831679689,11.895506647939765
224,Don Juan DeMarco (1995),"['Comedy', 'Drama', 'Romance']",386.0,-0.023932058631912122,0.9070034241720315
225,Disclosure (1994),"['Drama', 'Thriller']",254.0,-0.031183200404547664,-0.12411812178832779
226,Dream Man (1995),['Thriller'],1.0,-0.033151548338252304,-1.4002896121415664
227,Drop Zone (1994),['Action'],129.0,-0.03293324612367825,-1.1005589797053346
228,Destiny Turns on the Radio (1995),['Comedy'],13.0,-0.03312864724371404,-1.337797397234878
229,Death and the Maiden (1994),"['Drama', 'Thriller']",108.0,-0.03243942068465447,-1.6861347251138556
230,Dolores Claiborne (1994),"['Drama', 'Thriller']",349.0,-0.031279402235570214,0.8239692403047966
231,Dumb & Dumber (1994),['Comedy'],660.0,-0.02457666265505678,3.0473617847261107
232,Eat Drink Man Woman (1994),"['Comedy', 'Drama']",346.0,-0.029489188876728533,0.7927231328514524
233,Exotica (1994),['Drama'],235.0,-0.032351958870406074,-0.3633828429222838
234,Exit to Eden (1994),['Comedy'],147.0,-0.032819665342770685,-0.6399676641101905
235,Ed Wood (1994),"['Comedy', 'Drama']",927.0,-0.029847389057910137,6.8440526096491165
236,French Kiss (1995),"['Comedy', 'Romance']",326.0,-0.03164972994220734,0.43831181237186817
237,Forget Paris (1995),"['Comedy', 'Romance']",257.0,-0.03227392759780407,-0.10068354119831963
238,Far From Home: The Adventures of Yellow Dog (1995),"['Adventure', ""Children's""]",32.0,-0.03303332801676846,-1.8582770854489319
239,"Goofy Movie, A (1995)","['Animation', ""Children's"", 'Comedy', 'Romance']",168.0,-0.03275386434489908,-0.7959094320352285
240,Hideaway (1995),['Thriller'],45.0,-0.03305515180659966,-1.7567272362255633
241,Fluke (1995),"[""Children's"", 'Drama']",29.0,-0.03301464603864856,-1.8817116660389401
242,Farinelli: il castrato (1994),"['Drama', 'Musical']",80.0,-0.03290926899698167,-1.9777650613450684
243,Gordy (1995),['Comedy'],10.0,-0.033151548338252304,-1.6917755637019378
244,Gumby: The Movie (1995),"['Animation', ""Children's""]",10.0,-0.033151548338252304,-1.3534204509615502
245,"Glass Shield, The (1994)","['Crime', 'Drama']",11.0,-0.03312767664509312,-2.0223191495789887
246,Hoop Dreams (1994),['Documentary'],716.0,-0.022629175859601208,4.646409718763906
247,Heavenly Creatures (1994),"['Drama', 'Fantasy', 'Romance', 'Thriller']",477.0,-0.028382319361795316,2.157136491647483
248,Houseguest (1994),['Comedy'],138.0,-0.03229611211046412,-1.03025523793531
249,Immortal Beloved (1994),"['Drama', 'Romance']",261.0,-0.03228148890923101,-0.09258324499330053
250,Heavyweights (1994),"[""Children's"", 'Comedy']",30.0,-0.03301979852375693,-1.8739001391756043
251,"Hunted, The (1995)",['Action'],18.0,-0.0325054196309312,-1.9676384615356368
252,I.Q. (1994),"['Comedy', 'Romance']",367.0,-0.031227373346150313,0.7585844137686464
253,Interview with the Vampire (1994),"['Drama', 'Horror']",738.0,-0.030326677958641787,4.87554784008843
254,Jefferson in Paris (1995),['Drama'],38.0,-0.03292153335098294,-1.8114079242689156
255,"Jerky Boys, The (1994)",['Comedy'],66.0,-0.03312380595164649,-1.0617901147303375
256,Junior (1994),"['Comedy', 'Sci-Fi']",218.0,-0.03231245046056658,-0.40533308886842573
257,Just Cause (1995),"['Mystery', 'Thriller']",114.0,-0.03273338896598994,-1.2177318826553754
258,"Kid in King Arthur's Court, A (1995)","['Adventure', ""Children's"", 'Comedy', 'Fantasy', 'Romance']",144.0,-0.03282703908595697,-0.6555907178368625
259,Kiss of Death (1995),"['Crime', 'Drama', 'Thriller']",102.0,-0.027511836922889076,-1.3114702050154081
260,Star Wars: Episode IV - A New Hope (1977),"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",2991.0,-0.0176049878385608,35.42671817193742
261,Little Women (1994),['Drama'],285.0,-0.03106488567896574,0.1573856146334532
262,"Little Princess, A (1995)","[""Children's"", 'Drama']",172.0,-0.031967589389631186,-1.0195510994425123
263,Ladybird Ladybird (1994),['Drama'],28.0,-0.0331130401996257,-2.519364257203035
264,"Enfer, L' (1994)",['Drama'],5.0,-0.033151548338252304,-2.758917747678674
265,Like Water for Chocolate (Como agua para chocolate) (1992),"['Drama', 'Romance']",772.0,-0.029930127182863957,5.229670391226332
266,Legends of the Fall (1994),"['Drama', 'Romance', 'War', 'Western']",705.0,-0.030188545926765495,4.531840658101644
267,Major Payne (1994),['Comedy'],140.0,-0.03290674887693236,-1.0146321842086379
268,Little Odessa (1994),['Drama'],54.0,-0.03311570098098746,-1.9674940768647953
269,My Crazy Life (Mi vida loca) (1993),['Drama'],55.0,-0.03241809764934956,-2.2381492901229367
270,Love Affair (1994),"['Drama', 'Romance']",79.0,-0.03313353132931458,-1.4911353228721373
271,Losing Isaiah (1995),['Drama'],63.0,-0.0328817717091845,-1.6161197526855142
272,"Madness of King George, The (1994)",['Drama'],383.0,-0.030849730461328103,1.1780917914426976
273,Mary Shelley's Frankenstein (1994),"['Drama', 'Horror']",244.0,-0.03186246922756635,-0.20223339042168836
274,Man of the House (1995),['Comedy'],24.0,-0.03295739977610734,-1.6006410836296836
275,Mixed Nuts (1994),['Comedy'],80.0,-0.028915370815869434,-0.9888825306725342
276,Milk Money (1994),"['Comedy', 'Romance']",228.0,-0.032642927842462414,-0.32721782023506524
277,Miracle on 34th Street (1994),['Drama'],170.0,-0.0326276130778058,-0.7802863783085563
278,Miami Rhapsody (1995),['Comedy'],40.0,-0.03202351246709187,-1.7957848705422434
279,My Family (1995),['Drama'],46.0,-0.0329772837079803,-2.3318876124829697
280,Murder in the First (1995),"['Drama', 'Thriller']",212.0,-0.03237304598367387,-0.6029363333979227
281,Nobody's Fool (1994),['Drama'],233.0,-0.0324874406806226,-0.38421358122451327
282,Nell (1994),['Drama'],215.0,-0.031287642222207264,-0.4287676694584339
283,New Jersey Drive (1995),"['Crime', 'Drama']",18.0,-0.03312383646647323,-1.9676384615356368
284,New York Cop (1996),"['Action', 'Crime']",0.0,0.0,0.0
285,Beyond Bedlam (1993),"['Drama', 'Horror']",0.0,0.0,0.0
